run1,0,1,121.9021,4.0213
run1,0,2,138.9557,8.0769
run1,0,3,113.2499,4.9042
run1,0,4,157.7379,14.9459
run1,0,5,133.319,7.7609
run1,0,6,117.726,5.9005
run1,0,7,53.4529,2.8824
run1,0,8,57.4486,2.8333
run1,0,9,95.6927,4.5581
run1,0,10,141.8362,7.8642
run1,0,11,82.7318,3.4804
run1,0,12,120.2043,7
run1,0,13,152.8832,9.9167
run1,0,14,108.9604,4.7419
run1,0,15,130.1486,7
run1,0,16,163.4144,12.0239
run1,0,17,147.2918,9.0231
run1,0,18,71.5586,3.4407
run1,0,19,127.8851,7.3704
run1,0,20,129.8056,7.7292
run1,0,21,159.0009,14.7778
run1,0,22,157.9622,10.9623
run1,0,23,159.7202,11.6667
run1,0,24,78.1017,3.484
run1,0,25,121.666,7
run1,0,26,117.6471,6.2222
run1,0,27,162.4593,12.615
run1,0,28,154.0879,10.211
run1,0,29,158.4836,12.8333
run1,0,30,137.0317,9.1875
run1,0,31,42.8395,2.4271
run1,0,32,118.8745,6.6175
run1,0,33,119.7765,7
run1,0,34,156.4953,9.8655
run1,0,35,133.0995,8.0881
run1,0,36,160.4528,14.9747
run1,0,37,131.5128,7.3955
run1,0,38,135.6526,8.3861
run1,0,39,151.5765,9.2581
run1,0,40,155.3405,15.5714
run1,0,41,130.1845,7.3825
run1,0,42,161.0061,11.4828
run1,0,43,154.0643,16.403
run1,0,44,111.0429,5.6139
run1,0,45,161.103,11.5161
run1,0,46,60.5525,2.7576
run1,0,47,154.479,10.2941
run1,0,48,158.884,12.4974
run1,0,49,154.9626,16.5789
run1,0,50,81.9048,3.8182
run1,0,51,160.5342,13.8293
run1,0,52,150.0165,10.5714
run1,0,53,109.0679,5.2759
run1,0,54,136.6386,8.0995
run1,0,55,150.239,9.3864
run1,0,56,153.5565,16.2308
run1,0,57,65.6113,3.3584
run1,0,58,114.5826,5.5859
run1,0,59,154.2045,9.8655
run1,0,60,157.9226,15.01
run1,0,61,132.8932,7.7071
run1,0,62,160.5643,13.213
run1,0,63,96.6092,4.9042
run1,0,64,107.3885,5.0447
run1,0,65,161.8423,11.7191
run1,0,66,137.727,8.1351
run1,0,67,148.5532,8.6908
run1,0,68,152.0531,9.5926
run1,0,69,117.1061,7
run1,0,70,134.4448,8.066
run1,0,71,148.4813,9.6203
run1,0,72,159.6535,11.5794
run1,0,73,139.729,8.9774
run1,0,74,152.2038,10.2558
run1,0,75,156.4354,14.1591
run1,0,76,153.4237,15.1053
run1,0,77,132.1513,7.3867
run1,0,78,113.5002,5.8136
run1,0,79,46.6539,2.4271
run1,0,80,118.0238,5.9552
run1,0,81,149.3015,10.2184
run1,0,82,112.6508,6.2708
run1,0,83,155.6857,10.5354
run1,0,84,121.8434,6.2708
run1,0,85,150.204,9.8866
run1,0,86,150.2742,10.6458
run1,0,87,118.1311,6.5597
run1,0,88,160.8112,15.3333
run1,0,89,131.9752,7.814
run1,0,90,152.5639,10.0732
run1,0,91,136.4905,8.8717
run1,0,92,134.7046,8.3725
run1,0,93,161.1306,12.3846
run1,0,94,156.2345,11.2424
run1,0,95,110.0615,5.4615
run1,0,96,160.5805,13.5625
run1,0,97,153.601,10.3333
run1,0,98,138.8395,9.1
run1,0,99,157.6571,13.8786
run1,0,100,157.815,12.1965
run2,0,1,164.4592,11.3017
run2,0,2,53.0706,-2.4382
run2,0,3,40.0025,1.1667
run2,0,4,97.419,4.7895
run2,0,5,160.077,13.9307
run2,0,6,34.4972,0.12139
run2,0,7,155.2656,10.4807
run2,0,8,130.9185,7.7865
run2,0,9,159.3409,12.3261
run2,0,10,96.2525,5.1283
run2,0,11,22.6293,1.1053
run2,0,12,158.9502,11.7644
run2,0,13,115.3439,5.7574
run2,0,14,107.6062,6.0141
run2,0,15,92.5097,5.1481
run2,0,16,72.3496,3.7692
run2,0,17,108.0878,5.8268
run2,0,18,161.0511,12.4444
run2,0,19,92.471,4.8528
run2,0,20,51.1571,2.625
run2,0,21,149.3466,9.7723
run2,0,22,87.0886,4.6555
run2,0,23,146.0249,8.8182
run2,0,24,152.5958,10.2984
run2,0,25,86.1678,4.3077
run2,0,26,161.8345,13.3636
run2,0,27,55.0784,2.1337
run2,0,28,131.2501,8.6092
run2,0,29,86.194,4.2816
run2,0,30,144.8664,8.8717
run2,0,31,160.9896,14.0414
run2,0,32,157.0519,12.122
run2,0,33,110.8711,6.6257
run2,0,34,151.0029,10.2308
run2,0,35,51.7046,3
run2,0,36,145.0696,8.8325
run2,0,37,107.0646,5.4946
run2,0,38,125.9493,7.6667
run2,0,39,109.9191,6.6552
run2,0,40,125.5918,8.5217
run2,0,41,138.9626,8.9553
run2,0,42,157.5388,15.342
run2,0,43,144.9225,9.2172
run2,0,44,129.9504,8.6588
run2,0,45,111.3571,5.8889
run2,0,46,133.6821,8.7949
run2,0,47,162.1339,12.1579
run2,0,48,156.122,10.865
run2,0,49,133.274,7.7692
run2,0,50,137.4754,8.4583
run2,0,51,142.5632,9.0468
run2,0,52,115.7397,7
